"line","trait_value","trait","reference"
812,11.58857,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
818,9.459043,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
819,12.77282,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
820,9.522606,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
821,20.81389,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
822,8.00906,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
832,10.45788,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
837,15.57946,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
843,14.234,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
849,13.25669,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
850,13.15686,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
852,10.10037,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
853,13.604,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
855,12.8352,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
857,11.01073,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
859,10.87101,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
861,8.761579,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
879,10.12286,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
882,9.985166,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
884,12.15767,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
887,7.609402,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
890,8.660787,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
892,14.3811,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
894,11.96539,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
897,10.90841,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
900,10.83,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
907,16.16571,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
908,21.0698,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
911,13.48959,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
913,12.72542,"Alcohol.sensitivity.E2.M","Morozova el al. (2015) BMC Genomics"
21,35.85,"startle.response.F","Mackay et al. (2012) Nature"
26,33.625,"startle.response.F","Mackay et al. (2012) Nature"
28,33.375,"startle.response.F","Mackay et al. (2012) Nature"
31,31.375,"startle.response.F","Mackay et al. (2012) Nature"
32,30.35,"startle.response.F","Mackay et al. (2012) Nature"
38,29.85,"startle.response.F","Mackay et al. (2012) Nature"
40,29.625,"startle.response.F","Mackay et al. (2012) Nature"
41,35.9,"startle.response.F","Mackay et al. (2012) Nature"
42,16.575,"startle.response.F","Mackay et al. (2012) Nature"
45,33.75,"startle.response.F","Mackay et al. (2012) Nature"
48,30.75,"startle.response.F","Mackay et al. (2012) Nature"
49,29.825,"startle.response.F","Mackay et al. (2012) Nature"
57,34.1,"startle.response.F","Mackay et al. (2012) Nature"
59,37.575,"startle.response.F","Mackay et al. (2012) Nature"
69,40.475,"startle.response.F","Mackay et al. (2012) Nature"
73,32.75,"startle.response.F","Mackay et al. (2012) Nature"
75,29.475,"startle.response.F","Mackay et al. (2012) Nature"
83,19.05128205,"startle.response.F","Mackay et al. (2012) Nature"
85,29.125,"startle.response.F","Mackay et al. (2012) Nature"
88,32.275,"startle.response.F","Mackay et al. (2012) Nature"
91,28.425,"startle.response.F","Mackay et al. (2012) Nature"
93,37.35,"startle.response.F","Mackay et al. (2012) Nature"
100,27.75,"startle.response.F","Mackay et al. (2012) Nature"
101,35.275,"startle.response.F","Mackay et al. (2012) Nature"
105,32.975,"startle.response.F","Mackay et al. (2012) Nature"
109,25.125,"startle.response.F","Mackay et al. (2012) Nature"
129,29.625,"startle.response.F","Mackay et al. (2012) Nature"
136,32.175,"startle.response.F","Mackay et al. (2012) Nature"
138,29.95,"startle.response.F","Mackay et al. (2012) Nature"
142,36.825,"startle.response.F","Mackay et al. (2012) Nature"
149,36.76271186,"startle.response.F","Mackay et al. (2012) Nature"
153,33.55,"startle.response.F","Mackay et al. (2012) Nature"
158,32.15,"startle.response.F","Mackay et al. (2012) Nature"
161,39.3,"startle.response.F","Mackay et al. (2012) Nature"
176,26.4,"startle.response.F","Mackay et al. (2012) Nature"
177,19.45,"startle.response.F","Mackay et al. (2012) Nature"
181,27.75,"startle.response.F","Mackay et al. (2012) Nature"
189,28.375,"startle.response.F","Mackay et al. (2012) Nature"
195,25.575,"startle.response.F","Mackay et al. (2012) Nature"
208,20.95,"startle.response.F","Mackay et al. (2012) Nature"
217,32.125,"startle.response.F","Mackay et al. (2012) Nature"
223,23.175,"startle.response.F","Mackay et al. (2012) Nature"
227,29.025,"startle.response.F","Mackay et al. (2012) Nature"
228,31.7,"startle.response.F","Mackay et al. (2012) Nature"
229,28.6,"startle.response.F","Mackay et al. (2012) Nature"
233,25.625,"startle.response.F","Mackay et al. (2012) Nature"
235,25.75,"startle.response.F","Mackay et al. (2012) Nature"
237,32.925,"startle.response.F","Mackay et al. (2012) Nature"
239,33.2,"startle.response.F","Mackay et al. (2012) Nature"
256,28.325,"startle.response.F","Mackay et al. (2012) Nature"
280,27.425,"startle.response.F","Mackay et al. (2012) Nature"
287,32.925,"startle.response.F","Mackay et al. (2012) Nature"
301,39.525,"startle.response.F","Mackay et al. (2012) Nature"
303,33.325,"startle.response.F","Mackay et al. (2012) Nature"
304,17.525,"startle.response.F","Mackay et al. (2012) Nature"
306,26.15,"startle.response.F","Mackay et al. (2012) Nature"
307,32.275,"startle.response.F","Mackay et al. (2012) Nature"
309,27.55,"startle.response.F","Mackay et al. (2012) Nature"
310,24.05,"startle.response.F","Mackay et al. (2012) Nature"
313,37.65,"startle.response.F","Mackay et al. (2012) Nature"
315,35.525,"startle.response.F","Mackay et al. (2012) Nature"
317,31.8,"startle.response.F","Mackay et al. (2012) Nature"
318,38.5,"startle.response.F","Mackay et al. (2012) Nature"
319,22.525,"startle.response.F","Mackay et al. (2012) Nature"
320,14.825,"startle.response.F","Mackay et al. (2012) Nature"
321,32.825,"startle.response.F","Mackay et al. (2012) Nature"
324,38.85,"startle.response.F","Mackay et al. (2012) Nature"
325,28.3,"startle.response.F","Mackay et al. (2012) Nature"
332,31.125,"startle.response.F","Mackay et al. (2012) Nature"
335,33.30769231,"startle.response.F","Mackay et al. (2012) Nature"
336,29.1025641,"startle.response.F","Mackay et al. (2012) Nature"
338,30.775,"startle.response.F","Mackay et al. (2012) Nature"
340,14.125,"startle.response.F","Mackay et al. (2012) Nature"
348,28.325,"startle.response.F","Mackay et al. (2012) Nature"
350,39.85,"startle.response.F","Mackay et al. (2012) Nature"
352,17.275,"startle.response.F","Mackay et al. (2012) Nature"
354,29.15,"startle.response.F","Mackay et al. (2012) Nature"
355,34.85,"startle.response.F","Mackay et al. (2012) Nature"
356,30.275,"startle.response.F","Mackay et al. (2012) Nature"
357,37.95,"startle.response.F","Mackay et al. (2012) Nature"
358,39.25,"startle.response.F","Mackay et al. (2012) Nature"
359,26.05,"startle.response.F","Mackay et al. (2012) Nature"
360,28.9,"startle.response.F","Mackay et al. (2012) Nature"
361,26.65,"startle.response.F","Mackay et al. (2012) Nature"
362,37,"startle.response.F","Mackay et al. (2012) Nature"
365,22.525,"startle.response.F","Mackay et al. (2012) Nature"
367,22.65,"startle.response.F","Mackay et al. (2012) Nature"
370,23.425,"startle.response.F","Mackay et al. (2012) Nature"
371,29.65,"startle.response.F","Mackay et al. (2012) Nature"
373,23.075,"startle.response.F","Mackay et al. (2012) Nature"
374,33.925,"startle.response.F","Mackay et al. (2012) Nature"
375,27.4,"startle.response.F","Mackay et al. (2012) Nature"
377,37.65853659,"startle.response.F","Mackay et al. (2012) Nature"
379,20.325,"startle.response.F","Mackay et al. (2012) Nature"
380,25.5,"startle.response.F","Mackay et al. (2012) Nature"
381,21.85,"startle.response.F","Mackay et al. (2012) Nature"
382,21.925,"startle.response.F","Mackay et al. (2012) Nature"
383,28.55,"startle.response.F","Mackay et al. (2012) Nature"
385,24.75,"startle.response.F","Mackay et al. (2012) Nature"
386,32.25,"startle.response.F","Mackay et al. (2012) Nature"
390,26.9375,"startle.response.F","Mackay et al. (2012) Nature"
391,27.175,"startle.response.F","Mackay et al. (2012) Nature"
392,22.175,"startle.response.F","Mackay et al. (2012) Nature"
395,27.725,"startle.response.F","Mackay et al. (2012) Nature"
397,29.65,"startle.response.F","Mackay et al. (2012) Nature"
399,36.85,"startle.response.F","Mackay et al. (2012) Nature"
405,16.15,"startle.response.F","Mackay et al. (2012) Nature"
406,23.95,"startle.response.F","Mackay et al. (2012) Nature"
409,20.05,"startle.response.F","Mackay et al. (2012) Nature"
426,26.55,"startle.response.F","Mackay et al. (2012) Nature"
427,25.675,"startle.response.F","Mackay et al. (2012) Nature"
437,27.625,"startle.response.F","Mackay et al. (2012) Nature"
439,35.675,"startle.response.F","Mackay et al. (2012) Nature"
440,24.425,"startle.response.F","Mackay et al. (2012) Nature"
441,29.3,"startle.response.F","Mackay et al. (2012) Nature"
443,34.85,"startle.response.F","Mackay et al. (2012) Nature"
461,19.975,"startle.response.F","Mackay et al. (2012) Nature"
486,22.05,"startle.response.F","Mackay et al. (2012) Nature"
491,30.35,"startle.response.F","Mackay et al. (2012) Nature"
502,29.475,"startle.response.F","Mackay et al. (2012) Nature"
505,20.375,"startle.response.F","Mackay et al. (2012) Nature"
508,21.1,"startle.response.F","Mackay et al. (2012) Nature"
509,19.85,"startle.response.F","Mackay et al. (2012) Nature"
513,21.125,"startle.response.F","Mackay et al. (2012) Nature"
517,17.5,"startle.response.F","Mackay et al. (2012) Nature"
528,31.55,"startle.response.F","Mackay et al. (2012) Nature"
530,21.75,"startle.response.F","Mackay et al. (2012) Nature"
531,16.975,"startle.response.F","Mackay et al. (2012) Nature"
535,21.25,"startle.response.F","Mackay et al. (2012) Nature"
551,26.5,"startle.response.F","Mackay et al. (2012) Nature"
555,28.025,"startle.response.F","Mackay et al. (2012) Nature"
559,26,"startle.response.F","Mackay et al. (2012) Nature"
563,24.425,"startle.response.F","Mackay et al. (2012) Nature"
566,41.1,"startle.response.F","Mackay et al. (2012) Nature"
584,41.25,"startle.response.F","Mackay et al. (2012) Nature"
589,27.825,"startle.response.F","Mackay et al. (2012) Nature"
595,22.525,"startle.response.F","Mackay et al. (2012) Nature"
596,19.075,"startle.response.F","Mackay et al. (2012) Nature"
627,19.6,"startle.response.F","Mackay et al. (2012) Nature"
630,16.925,"startle.response.F","Mackay et al. (2012) Nature"
634,20.225,"startle.response.F","Mackay et al. (2012) Nature"
639,19.325,"startle.response.F","Mackay et al. (2012) Nature"
642,29.15,"startle.response.F","Mackay et al. (2012) Nature"
646,26.775,"startle.response.F","Mackay et al. (2012) Nature"
703,27.775,"startle.response.F","Mackay et al. (2012) Nature"
705,24.625,"startle.response.F","Mackay et al. (2012) Nature"
707,33.475,"startle.response.F","Mackay et al. (2012) Nature"
712,26.575,"startle.response.F","Mackay et al. (2012) Nature"
714,33.575,"startle.response.F","Mackay et al. (2012) Nature"
716,19.25641026,"startle.response.F","Mackay et al. (2012) Nature"
721,36.175,"startle.response.F","Mackay et al. (2012) Nature"
727,22.05,"startle.response.F","Mackay et al. (2012) Nature"
730,26.325,"startle.response.F","Mackay et al. (2012) Nature"
732,29.25,"startle.response.F","Mackay et al. (2012) Nature"
737,28.17948718,"startle.response.F","Mackay et al. (2012) Nature"
738,34.575,"startle.response.F","Mackay et al. (2012) Nature"
748,31.15,"startle.response.F","Mackay et al. (2012) Nature"
757,29.2125,"startle.response.F","Mackay et al. (2012) Nature"
761,30.175,"startle.response.F","Mackay et al. (2012) Nature"
765,26.9,"startle.response.F","Mackay et al. (2012) Nature"
774,41.025,"startle.response.F","Mackay et al. (2012) Nature"
776,37,"startle.response.F","Mackay et al. (2012) Nature"
783,28.625,"startle.response.F","Mackay et al. (2012) Nature"
786,25.9,"startle.response.F","Mackay et al. (2012) Nature"
787,31.1,"startle.response.F","Mackay et al. (2012) Nature"
790,34.05,"startle.response.F","Mackay et al. (2012) Nature"
796,23,"startle.response.F","Mackay et al. (2012) Nature"
799,30.05,"startle.response.F","Mackay et al. (2012) Nature"
801,29.725,"startle.response.F","Mackay et al. (2012) Nature"
802,34.575,"startle.response.F","Mackay et al. (2012) Nature"
804,25.075,"startle.response.F","Mackay et al. (2012) Nature"
805,20.4,"startle.response.F","Mackay et al. (2012) Nature"
808,33.425,"startle.response.F","Mackay et al. (2012) Nature"
810,27.65,"startle.response.F","Mackay et al. (2012) Nature"
812,20.4,"startle.response.F","Mackay et al. (2012) Nature"
818,27.525,"startle.response.F","Mackay et al. (2012) Nature"
819,22.85,"startle.response.F","Mackay et al. (2012) Nature"
820,23.55,"startle.response.F","Mackay et al. (2012) Nature"
821,16.225,"startle.response.F","Mackay et al. (2012) Nature"
822,41.125,"startle.response.F","Mackay et al. (2012) Nature"
832,40.35897436,"startle.response.F","Mackay et al. (2012) Nature"
837,39.45,"startle.response.F","Mackay et al. (2012) Nature"
843,21.375,"startle.response.F","Mackay et al. (2012) Nature"
849,21.35,"startle.response.F","Mackay et al. (2012) Nature"
850,29.025,"startle.response.F","Mackay et al. (2012) Nature"
852,40.675,"startle.response.F","Mackay et al. (2012) Nature"
853,18.8,"startle.response.F","Mackay et al. (2012) Nature"
855,26.75,"startle.response.F","Mackay et al. (2012) Nature"
857,23.675,"startle.response.F","Mackay et al. (2012) Nature"
859,36.35,"startle.response.F","Mackay et al. (2012) Nature"
861,18.425,"startle.response.F","Mackay et al. (2012) Nature"
879,25.325,"startle.response.F","Mackay et al. (2012) Nature"
882,31.1,"startle.response.F","Mackay et al. (2012) Nature"
884,35.675,"startle.response.F","Mackay et al. (2012) Nature"
887,36.55,"startle.response.F","Mackay et al. (2012) Nature"
890,34.275,"startle.response.F","Mackay et al. (2012) Nature"
892,31.125,"startle.response.F","Mackay et al. (2012) Nature"
894,35.4,"startle.response.F","Mackay et al. (2012) Nature"
897,40.95,"startle.response.F","Mackay et al. (2012) Nature"
900,33.05,"startle.response.F","Mackay et al. (2012) Nature"
907,34.53846154,"startle.response.F","Mackay et al. (2012) Nature"
908,29.55,"startle.response.F","Mackay et al. (2012) Nature"
911,35.725,"startle.response.F","Mackay et al. (2012) Nature"
913,23.15,"startle.response.F","Mackay et al. (2012) Nature"
21,34.575,"startle.response.M","Mackay et al. (2012) Nature"
26,29.7,"startle.response.M","Mackay et al. (2012) Nature"
28,34.35897436,"startle.response.M","Mackay et al. (2012) Nature"
31,29.71794872,"startle.response.M","Mackay et al. (2012) Nature"
32,28.475,"startle.response.M","Mackay et al. (2012) Nature"
38,31.7,"startle.response.M","Mackay et al. (2012) Nature"
40,30.3,"startle.response.M","Mackay et al. (2012) Nature"
41,35.575,"startle.response.M","Mackay et al. (2012) Nature"
42,16.64102564,"startle.response.M","Mackay et al. (2012) Nature"
45,33.8,"startle.response.M","Mackay et al. (2012) Nature"
48,28.675,"startle.response.M","Mackay et al. (2012) Nature"
49,29.05,"startle.response.M","Mackay et al. (2012) Nature"
57,32.925,"startle.response.M","Mackay et al. (2012) Nature"
59,34.8,"startle.response.M","Mackay et al. (2012) Nature"
69,39.95,"startle.response.M","Mackay et al. (2012) Nature"
73,29.625,"startle.response.M","Mackay et al. (2012) Nature"
75,31.7,"startle.response.M","Mackay et al. (2012) Nature"
83,17.125,"startle.response.M","Mackay et al. (2012) Nature"
85,32.175,"startle.response.M","Mackay et al. (2012) Nature"
88,31.45,"startle.response.M","Mackay et al. (2012) Nature"
91,21.475,"startle.response.M","Mackay et al. (2012) Nature"
93,39.1,"startle.response.M","Mackay et al. (2012) Nature"
100,25.28205128,"startle.response.M","Mackay et al. (2012) Nature"
101,33.2,"startle.response.M","Mackay et al. (2012) Nature"
105,28.8,"startle.response.M","Mackay et al. (2012) Nature"
109,21.3,"startle.response.M","Mackay et al. (2012) Nature"
129,31.58974359,"startle.response.M","Mackay et al. (2012) Nature"
136,35.7,"startle.response.M","Mackay et al. (2012) Nature"
138,27.35,"startle.response.M","Mackay et al. (2012) Nature"
142,38.15384615,"startle.response.M","Mackay et al. (2012) Nature"
149,35.85,"startle.response.M","Mackay et al. (2012) Nature"
153,25.475,"startle.response.M","Mackay et al. (2012) Nature"
158,31.65,"startle.response.M","Mackay et al. (2012) Nature"
161,34.325,"startle.response.M","Mackay et al. (2012) Nature"
176,28.28205128,"startle.response.M","Mackay et al. (2012) Nature"
177,19.1,"startle.response.M","Mackay et al. (2012) Nature"
181,28.95,"startle.response.M","Mackay et al. (2012) Nature"
189,26.325,"startle.response.M","Mackay et al. (2012) Nature"
195,26.875,"startle.response.M","Mackay et al. (2012) Nature"
208,22.475,"startle.response.M","Mackay et al. (2012) Nature"
217,30.775,"startle.response.M","Mackay et al. (2012) Nature"
223,24.025,"startle.response.M","Mackay et al. (2012) Nature"
227,27.575,"startle.response.M","Mackay et al. (2012) Nature"
228,27.825,"startle.response.M","Mackay et al. (2012) Nature"
229,28.275,"startle.response.M","Mackay et al. (2012) Nature"
233,26.3,"startle.response.M","Mackay et al. (2012) Nature"
235,25.3,"startle.response.M","Mackay et al. (2012) Nature"
237,31.4,"startle.response.M","Mackay et al. (2012) Nature"
239,32.475,"startle.response.M","Mackay et al. (2012) Nature"
256,27.275,"startle.response.M","Mackay et al. (2012) Nature"
280,29.625,"startle.response.M","Mackay et al. (2012) Nature"
287,34.925,"startle.response.M","Mackay et al. (2012) Nature"
301,38.48717949,"startle.response.M","Mackay et al. (2012) Nature"
303,33.65,"startle.response.M","Mackay et al. (2012) Nature"
304,18.775,"startle.response.M","Mackay et al. (2012) Nature"
306,26.725,"startle.response.M","Mackay et al. (2012) Nature"
307,27,"startle.response.M","Mackay et al. (2012) Nature"
309,32.1,"startle.response.M","Mackay et al. (2012) Nature"
310,23.15,"startle.response.M","Mackay et al. (2012) Nature"
313,41.4,"startle.response.M","Mackay et al. (2012) Nature"
315,35.375,"startle.response.M","Mackay et al. (2012) Nature"
317,31.675,"startle.response.M","Mackay et al. (2012) Nature"
318,36.175,"startle.response.M","Mackay et al. (2012) Nature"
319,25.05,"startle.response.M","Mackay et al. (2012) Nature"
320,15.45,"startle.response.M","Mackay et al. (2012) Nature"
321,31.925,"startle.response.M","Mackay et al. (2012) Nature"
324,38.775,"startle.response.M","Mackay et al. (2012) Nature"
325,27.475,"startle.response.M","Mackay et al. (2012) Nature"
332,31.625,"startle.response.M","Mackay et al. (2012) Nature"
335,36.44736842,"startle.response.M","Mackay et al. (2012) Nature"
336,32.825,"startle.response.M","Mackay et al. (2012) Nature"
338,29.95,"startle.response.M","Mackay et al. (2012) Nature"
340,13.375,"startle.response.M","Mackay et al. (2012) Nature"
348,26.375,"startle.response.M","Mackay et al. (2012) Nature"
350,40.725,"startle.response.M","Mackay et al. (2012) Nature"
352,16.05,"startle.response.M","Mackay et al. (2012) Nature"
354,29.25,"startle.response.M","Mackay et al. (2012) Nature"
355,33.025,"startle.response.M","Mackay et al. (2012) Nature"
356,28.9,"startle.response.M","Mackay et al. (2012) Nature"
357,37.825,"startle.response.M","Mackay et al. (2012) Nature"
358,39.225,"startle.response.M","Mackay et al. (2012) Nature"
359,25.17948718,"startle.response.M","Mackay et al. (2012) Nature"
360,25.95,"startle.response.M","Mackay et al. (2012) Nature"
361,27.925,"startle.response.M","Mackay et al. (2012) Nature"
362,33.7,"startle.response.M","Mackay et al. (2012) Nature"
365,21.625,"startle.response.M","Mackay et al. (2012) Nature"
367,23.75,"startle.response.M","Mackay et al. (2012) Nature"
370,24.76923077,"startle.response.M","Mackay et al. (2012) Nature"
371,29.825,"startle.response.M","Mackay et al. (2012) Nature"
373,22.875,"startle.response.M","Mackay et al. (2012) Nature"
374,31.7,"startle.response.M","Mackay et al. (2012) Nature"
375,28.28205128,"startle.response.M","Mackay et al. (2012) Nature"
377,37.30769231,"startle.response.M","Mackay et al. (2012) Nature"
379,20.3,"startle.response.M","Mackay et al. (2012) Nature"
380,21.75,"startle.response.M","Mackay et al. (2012) Nature"
381,24.075,"startle.response.M","Mackay et al. (2012) Nature"
382,25.35,"startle.response.M","Mackay et al. (2012) Nature"
383,28,"startle.response.M","Mackay et al. (2012) Nature"
385,24.125,"startle.response.M","Mackay et al. (2012) Nature"
386,31.475,"startle.response.M","Mackay et al. (2012) Nature"
390,27.225,"startle.response.M","Mackay et al. (2012) Nature"
391,27.725,"startle.response.M","Mackay et al. (2012) Nature"
392,21.125,"startle.response.M","Mackay et al. (2012) Nature"
395,26.575,"startle.response.M","Mackay et al. (2012) Nature"
397,28.30769231,"startle.response.M","Mackay et al. (2012) Nature"
399,38.4,"startle.response.M","Mackay et al. (2012) Nature"
405,17.75,"startle.response.M","Mackay et al. (2012) Nature"
406,23.8,"startle.response.M","Mackay et al. (2012) Nature"
409,19.43589744,"startle.response.M","Mackay et al. (2012) Nature"
426,28.95,"startle.response.M","Mackay et al. (2012) Nature"
427,26.325,"startle.response.M","Mackay et al. (2012) Nature"
437,27.25,"startle.response.M","Mackay et al. (2012) Nature"
439,34.8,"startle.response.M","Mackay et al. (2012) Nature"
440,25.525,"startle.response.M","Mackay et al. (2012) Nature"
441,28.95,"startle.response.M","Mackay et al. (2012) Nature"
443,34.45,"startle.response.M","Mackay et al. (2012) Nature"
461,19.25,"startle.response.M","Mackay et al. (2012) Nature"
486,19.75,"startle.response.M","Mackay et al. (2012) Nature"
491,30.6,"startle.response.M","Mackay et al. (2012) Nature"
502,27.625,"startle.response.M","Mackay et al. (2012) Nature"
505,20.5,"startle.response.M","Mackay et al. (2012) Nature"
508,22.55,"startle.response.M","Mackay et al. (2012) Nature"
509,18.975,"startle.response.M","Mackay et al. (2012) Nature"
513,18.675,"startle.response.M","Mackay et al. (2012) Nature"
517,18.775,"startle.response.M","Mackay et al. (2012) Nature"
528,30.275,"startle.response.M","Mackay et al. (2012) Nature"
530,20.275,"startle.response.M","Mackay et al. (2012) Nature"
531,18.625,"startle.response.M","Mackay et al. (2012) Nature"
535,17.425,"startle.response.M","Mackay et al. (2012) Nature"
551,23.85,"startle.response.M","Mackay et al. (2012) Nature"
555,29.45,"startle.response.M","Mackay et al. (2012) Nature"
559,26.825,"startle.response.M","Mackay et al. (2012) Nature"
563,21.875,"startle.response.M","Mackay et al. (2012) Nature"
566,41.275,"startle.response.M","Mackay et al. (2012) Nature"
584,41.35,"startle.response.M","Mackay et al. (2012) Nature"
589,25.65,"startle.response.M","Mackay et al. (2012) Nature"
595,22.55,"startle.response.M","Mackay et al. (2012) Nature"
596,18.425,"startle.response.M","Mackay et al. (2012) Nature"
627,19.075,"startle.response.M","Mackay et al. (2012) Nature"
630,15.625,"startle.response.M","Mackay et al. (2012) Nature"
634,19.675,"startle.response.M","Mackay et al. (2012) Nature"
639,20.15,"startle.response.M","Mackay et al. (2012) Nature"
642,27.85,"startle.response.M","Mackay et al. (2012) Nature"
646,26.125,"startle.response.M","Mackay et al. (2012) Nature"
703,27.575,"startle.response.M","Mackay et al. (2012) Nature"
705,25.8,"startle.response.M","Mackay et al. (2012) Nature"
707,35.38461538,"startle.response.M","Mackay et al. (2012) Nature"
712,24.9,"startle.response.M","Mackay et al. (2012) Nature"
714,33.65,"startle.response.M","Mackay et al. (2012) Nature"
716,21.725,"startle.response.M","Mackay et al. (2012) Nature"
721,36.85,"startle.response.M","Mackay et al. (2012) Nature"
727,20.7,"startle.response.M","Mackay et al. (2012) Nature"
730,22.2,"startle.response.M","Mackay et al. (2012) Nature"
732,30.975,"startle.response.M","Mackay et al. (2012) Nature"
737,24.8,"startle.response.M","Mackay et al. (2012) Nature"
738,35.725,"startle.response.M","Mackay et al. (2012) Nature"
748,28.325,"startle.response.M","Mackay et al. (2012) Nature"
757,29.3875,"startle.response.M","Mackay et al. (2012) Nature"
761,29,"startle.response.M","Mackay et al. (2012) Nature"
765,24,"startle.response.M","Mackay et al. (2012) Nature"
774,42.1,"startle.response.M","Mackay et al. (2012) Nature"
776,35.15,"startle.response.M","Mackay et al. (2012) Nature"
783,27.65,"startle.response.M","Mackay et al. (2012) Nature"
786,23.45,"startle.response.M","Mackay et al. (2012) Nature"
787,27.95,"startle.response.M","Mackay et al. (2012) Nature"
790,32.225,"startle.response.M","Mackay et al. (2012) Nature"
796,22.6,"startle.response.M","Mackay et al. (2012) Nature"
799,31.55,"startle.response.M","Mackay et al. (2012) Nature"
801,28.56410256,"startle.response.M","Mackay et al. (2012) Nature"
802,33.45,"startle.response.M","Mackay et al. (2012) Nature"
804,24.25,"startle.response.M","Mackay et al. (2012) Nature"
805,19.525,"startle.response.M","Mackay et al. (2012) Nature"
808,32.475,"startle.response.M","Mackay et al. (2012) Nature"
810,26.725,"startle.response.M","Mackay et al. (2012) Nature"
812,21.075,"startle.response.M","Mackay et al. (2012) Nature"
818,27.55,"startle.response.M","Mackay et al. (2012) Nature"
819,22.675,"startle.response.M","Mackay et al. (2012) Nature"
820,26,"startle.response.M","Mackay et al. (2012) Nature"
821,16.425,"startle.response.M","Mackay et al. (2012) Nature"
822,40.2,"startle.response.M","Mackay et al. (2012) Nature"
832,40.175,"startle.response.M","Mackay et al. (2012) Nature"
837,39.75,"startle.response.M","Mackay et al. (2012) Nature"
843,19.525,"startle.response.M","Mackay et al. (2012) Nature"
849,22.525,"startle.response.M","Mackay et al. (2012) Nature"
850,29.225,"startle.response.M","Mackay et al. (2012) Nature"
852,40.8,"startle.response.M","Mackay et al. (2012) Nature"
853,19.95,"startle.response.M","Mackay et al. (2012) Nature"
855,24.89473684,"startle.response.M","Mackay et al. (2012) Nature"
857,24.225,"startle.response.M","Mackay et al. (2012) Nature"
859,36.1,"startle.response.M","Mackay et al. (2012) Nature"
861,16.925,"startle.response.M","Mackay et al. (2012) Nature"
879,24.8,"startle.response.M","Mackay et al. (2012) Nature"
882,31.375,"startle.response.M","Mackay et al. (2012) Nature"
884,37.35,"startle.response.M","Mackay et al. (2012) Nature"
887,34.73684211,"startle.response.M","Mackay et al. (2012) Nature"
890,31.425,"startle.response.M","Mackay et al. (2012) Nature"
892,28.55,"startle.response.M","Mackay et al. (2012) Nature"
894,35.35,"startle.response.M","Mackay et al. (2012) Nature"
897,40.225,"startle.response.M","Mackay et al. (2012) Nature"
900,33.5,"startle.response.M","Mackay et al. (2012) Nature"
907,34.425,"startle.response.M","Mackay et al. (2012) Nature"
908,29.325,"startle.response.M","Mackay et al. (2012) Nature"
911,36.75,"startle.response.M","Mackay et al. (2012) Nature"
913,21.25,"startle.response.M","Mackay et al. (2012) Nature"
21,74.72,"starvation.res.F","Mackay et al. (2010) Nature"
21,74.72,"starvation.res.F","Mackay et al. (2012) Nature"
26,39.11111111,"starvation.res.F","Mackay et al. (2010) Nature"
26,39.11111111,"starvation.res.F","Mackay et al. (2012) Nature"
28,50.08,"starvation.res.F","Mackay et al. (2010) Nature"
28,50.08,"starvation.res.F","Mackay et al. (2012) Nature"
31,72.11940299,"starvation.res.F","Mackay et al. (2010) Nature"
31,72.11940299,"starvation.res.F","Mackay et al. (2012) Nature"
32,56.16,"starvation.res.F","Mackay et al. (2010) Nature"
32,56.16,"starvation.res.F","Mackay et al. (2012) Nature"
38,44.71428571,"starvation.res.F","Mackay et al. (2010) Nature"
