"line","trait_value","trait","reference"
340,2.37,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
350,2.34,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
352,3.27,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
356,2.86,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
357,2.16,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
358,2.2,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
359,2.86,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
360,2.67,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
361,1.95,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
362,2.31,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
365,4.26,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
367,2.69,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
370,2.44,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
371,1.88,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
373,2.64,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
374,2.32,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
375,2.38,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
377,2.53,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
379,1.82,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
380,2.83,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
381,2.38,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
382,2.55,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
383,2.29,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
385,2.05,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
386,3.5,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
391,2.37,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
392,2.7,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
399,1.81,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
405,3.45,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
406,3.15,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
409,3.3,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
426,2.43,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
427,1.87,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
437,2.14,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
439,1.91,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
440,2.33,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
441,2.87,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
443,2.36,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
461,2.65,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
486,2.94,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
491,2.09,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
492,2.83,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
502,2.18,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
508,2.02,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
509,2.83,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
513,2.42,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
517,2.22,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
530,1.71,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
531,2.45,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
535,2.79,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
555,2.09,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
563,1.76,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
584,2.31,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
589,1.38,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
595,2.34,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
639,2.61,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
642,1.96,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
646,2.08,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
703,1.48,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
705,1.5,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
707,1.61,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
712,2.73,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
714,2.24,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
716,2.71,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
721,2.24,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
727,2.5,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
730,1.72,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
732,2.4,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
737,3.46,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
738,1.89,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
748,2.55,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
757,1.8,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
761,2.22,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
765,2.22,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
774,1.52,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
776,1.92,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
783,2.28,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
786,2.08,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
787,2.28,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
790,2.08,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
796,2.38,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
799,2.55,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
801,1.95,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
802,1.46,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
804,1.84,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
805,2.8,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
808,1.74,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
810,1.15,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
812,2.22,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
818,1.64,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
819,2.07,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
820,1.95,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
821,2.15,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
822,1.66,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
832,1.51,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
837,2.1,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
843,2.41,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
849,2.25,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
850,2.8,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
852,1.8,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
853,2.46,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
855,3.11,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
857,2.52,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
859,2.28,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
861,3.01,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
879,1.9,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
882,2.36,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
884,1.82,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
887,1.98,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
890,2.18,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
892,1.93,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
894,1.73,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
897,1.97,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
900,2.72,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
907,2.76,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
908,1.36,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
911,1.46,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
913,2.34,"Olfactory.1-hexanol.F","Arya et al., Chem Senses, 2015"
21,1.57,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
26,2.61,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
28,1.77,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
38,1.41,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
40,2.51,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
41,2.55,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
42,1.84,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
45,3.02,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
49,2.49,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
57,2.71,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
59,2.07,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
69,2.4,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
73,2.4,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
75,2.25,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
83,2.49,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
85,2.97,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
88,2.54,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
91,1.24,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
93,2.61,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
101,2.62,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
105,2.9,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
109,3.87,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
129,1.91,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
136,2.81,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
138,2.73,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
142,2.04,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
149,2.74,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
153,2.46,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
158,2.23,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
161,2.25,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
176,1.86,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
177,3.47,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
181,2.52,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
189,2.03,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
195,2,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
208,3.43,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
217,1.86,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
223,2.52,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
227,1.96,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
228,2.08,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
229,1.33,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
233,2.65,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
235,2.2,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
237,1.86,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
239,3.05,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
256,2.69,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
280,2.59,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
287,1.62,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
301,1.71,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
303,2.24,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
304,2.08,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
306,3.27,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
307,3.72,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
309,2.02,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
310,2.76,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
313,3.14,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
315,3.59,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
317,1.98,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
318,3.03,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
319,2.28,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
320,2.53,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
321,2.29,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
324,2.91,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
325,2.29,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
332,2.4,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
335,2.6,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
336,2.15,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
338,2.56,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
340,2.31,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
350,2.09,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
352,3.22,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
356,2.51,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
357,2.47,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
358,2.18,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
359,2.61,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
360,2.54,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
361,1.43,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
362,2.2,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
365,3.5,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
367,2.6,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
370,2.58,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
371,2.1,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
373,2.22,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
374,1.99,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
375,3.06,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
377,2.25,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
379,1.71,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
380,3.02,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
381,2.47,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
382,2.98,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
383,2.41,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
385,1.93,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
386,3.59,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
391,2.52,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
392,2.65,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
399,1.92,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
405,3.02,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
406,2.91,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
409,2.76,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
426,2.31,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
427,2.29,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
437,1.86,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
439,2.05,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
440,2.43,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
441,2.44,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
443,2.3,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
461,2.53,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
486,2.92,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
491,1.91,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
492,3.12,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
502,2.48,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
508,2.82,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
509,2.72,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
513,2.41,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
517,2.09,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
530,2.24,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
531,2.55,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
535,3.11,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
555,2.08,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
563,1.99,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
584,2.36,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
589,1.65,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
595,2.13,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
639,2.7,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
642,1.88,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
646,2.36,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
703,1.6,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
705,1.57,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
707,1.61,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
712,2.37,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
714,2.12,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
716,2.64,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
721,2.65,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
727,2.7,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
730,1.48,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
732,2.19,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
737,3.33,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
738,1.99,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
748,2.78,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
757,2.11,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
761,2.29,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
765,2.26,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
774,1.06,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
776,1.73,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
783,2.38,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
786,1.65,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
787,2.51,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
790,2.69,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
796,2.47,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
799,2,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
801,2.17,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
802,0.76,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
804,2.45,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
805,3.39,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
808,1.7,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
810,1.3,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
812,1.92,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
818,1.55,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
819,2.34,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
820,1.84,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
821,2.54,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
822,1.76,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
832,1.65,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
837,2.67,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
843,2.29,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
849,2.48,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
850,2.33,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
852,2.01,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
853,2.6,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
855,3.41,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
857,2.26,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
859,2,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
861,3.18,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
879,2.17,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
882,2.55,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
884,1.67,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
887,1.93,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
890,2.41,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
892,2.06,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
894,1.34,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
897,2.06,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
900,2.68,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
907,2.39,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
908,1.74,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
911,1.51,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
913,2.61,"Olfactory.1-hexanol.M","Arya et al., Chem Senses, 2015"
21,3.67,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
26,3.95,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
28,3.68,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
38,3.24,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
40,3.11,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
41,2.24,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
42,3.29,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
45,2.79,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
49,2.99,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
57,3.28,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
59,3.63,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
69,3.53,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
73,1.58,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
75,3.05,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
83,3.56,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
85,2.6,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
88,3.95,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
91,2.88,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
93,3.35,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
101,2.9,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
105,4.15,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
109,2.55,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
129,3.08,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
136,3.94,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
138,3.67,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
142,3.73,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
149,3.8,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
153,3.81,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
158,2.89,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
161,2.4,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
176,3.5,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
177,3.4,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
181,3.99,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
189,3.58,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
195,3.47,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
208,3.01,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
217,3.48,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
223,3.37,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
227,3.57,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
228,3.95,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
229,3.3,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
233,3.31,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
235,3.3,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
237,3.18,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
239,4.19,"Olfactory.ethylacetate.F","Arya et al., Chem Senses, 2015"
